personne_code	document_code	anchor	occurrence	role_code
léon_dugard	merveilles17_imp_GalantsMaures_1685	pers27	Monsieur du Gast	participant
valentin_neuville	merveilles17_imp_GalantsMaures_1685	pers28	Monsieur de Neuville	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers29	Monseigneur le Dauphin	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers30	Monseigneur le Dauphin	participant
gassion	merveilles17_imp_GalantsMaures_1685	pers31	Mr de Gassion	participant
isaac_courtin	merveilles17_imp_GalantsMaures_1685	pers32	Mr de Saussoy	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers33	Monseigneur le Dauphin	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers34	Monseigneur le Dauphin	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers35	Monseigneur le Dauphin	participant
philippe_dangeau	merveilles17_imp_GalantsMaures_1685	pers36	Marquis de Dangeau	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers37	Monseigneur le Dauphin	participant
blanchefort_crequy	merveilles17_imp_GalantsMaures_1685	pers38	Monsieur le Marquis de Créquy	participant
louis_nangis	merveilles17_imp_GalantsMaures_1685	pers39	Monsieur le Marquis de Nangis	participant
henri_brionne	merveilles17_imp_GalantsMaures_1685	pers40	Monsieur le Comte de Brionne,	participant
charles_trémoille	merveilles17_imp_GalantsMaures_1685	pers41	Monsieur le Duc de la Trimoüille	participant
philippe_vendome	merveilles17_imp_GalantsMaures_1685	pers42	Monsieur le Grand Prieur	participant
louis_mailly	merveilles17_imp_GalantsMaures_1685	pers43	Monsieur de Mailly	participant
francois_rocheguyon	merveilles17_imp_GalantsMaures_1685	pers44	Monsieur de la Rocheguion	participant
henri_elbeuf	merveilles17_imp_GalantsMaures_1685	pers45	Monsieur le Prince d’Elbeuf	participant
louis_vendome	merveilles17_imp_GalantsMaures_1685	pers46	Monsieur le Duc de Vendosme	participant
jean_louis_fiesque	merveilles17_imp_GalantsMaures_1685	pers47	Monsieur le Comte de Fiesque	participant
anton_furstenberg	merveilles17_imp_GalantsMaures_1685	pers48	Monsieur le Prince de Furstemberg	participant
camille_lorraine	merveilles17_imp_GalantsMaures_1685	pers49	Monsieur le Prince Camille	participant
louis_chamarande	merveilles17_imp_GalantsMaures_1685	pers50	Monsieur de Chamarante,	participant
louis_bellefonds	merveilles17_imp_GalantsMaures_1685	pers51	Monsieur le Marquis de Bellefond	participant
louis_nesle	merveilles17_imp_GalantsMaures_1685	pers52	Monsieur le Marquis de Nelle	participant
charles_koegnismark	merveilles17_imp_GalantsMaures_1685	pers53	Monsieur de Coniksmarc	participant
louis_rohan	merveilles17_imp_GalantsMaures_1685	pers54	Monsieur le Prince de Rhoan	participant
antoine_roquelaure	merveilles17_imp_GalantsMaures_1685	pers55	Monsieur le Duc de Roquelaure	participant
charles_tingry	merveilles17_imp_GalantsMaures_1685	pers56	Monsieur le Prince de Tingry	participant
louis_rochefort	merveilles17_imp_GalantsMaures_1685	pers57	Monsieur le Marquis de Rochefort	participant
antoine_iv_de_gramont	merveilles17_imp_GalantsMaures_1685	pers58	Duc de Gramont	participant
francois_hautefort	merveilles17_imp_GalantsMaures_1685	pers59	Monsieur le Marquis de Hautefort	participant
la_chastre	merveilles17_imp_GalantsMaures_1685	pers60	Monsieur le Marquis de la Chastre	participant
francois_broglio	merveilles17_imp_GalantsMaures_1685	pers61	Monsieur le Chevalier de Broglio	participant
n_brassac	merveilles17_imp_GalantsMaures_1685	pers62	Monsieur le Comte de Brassac	participant
louis_antin	merveilles17_imp_GalantsMaures_1685	pers63	Monsieur Dantin	participant
esprit_trainel	merveilles17_imp_GalantsMaures_1685	pers64	Monsieur de Trenel	participant
michel_villacerf	merveilles17_imp_GalantsMaures_1685	pers65	Monsieur de Villacerf	participant
jacques_livry	merveilles17_imp_GalantsMaures_1685	pers66	Monsieur le Marquis de Livry	participant
jacques_medavy	merveilles17_imp_GalantsMaures_1685	pers67	Monsieur de Médavy	participant
pierre_listenois	merveilles17_imp_GalantsMaures_1685	pers68	Monsieur de Listenoy	participant
antoine_colbert	merveilles17_imp_GalantsMaures_1685	pers69	Monsieur le Chevalier Colbert	participant
charles_coatelles	merveilles17_imp_GalantsMaures_1685	pers70	Monsieur Cœdelet	participant
georges_pleumartin	merveilles17_imp_GalantsMaures_1685	pers71	Monsieur le Marquis de Plumartin	participant
joachim_bouzols	merveilles17_imp_GalantsMaures_1685	pers72	Monsieur de Bouzoles	participant
gaston_mirepoix	merveilles17_imp_GalantsMaures_1685	pers73	Monsieur de Mirpoix	participant
francois_roucy	merveilles17_imp_GalantsMaures_1685	pers74	Monsieur le Comte de Roucy	participant
claude_thiange	merveilles17_imp_GalantsMaures_1685	pers75	Monsieur de Tiange	participant
joseph_castries	merveilles17_imp_GalantsMaures_1685	pers76	Monsieur de Castres	participant
rené_lafayette	merveilles17_imp_GalantsMaures_1685	pers77	Monsieur le Comte de la Fayette	participant
carlo_frabose	merveilles17_imp_GalantsMaures_1685	pers78	Monsieur de Palavichin	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers79	Monsieur le Duc de Bourbon	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers80	Monsieur le Duc de Bourbon	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers81	Monsieur le Duc de Bourbon	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers82	Monsieur le Duc de Bourbon	participant
emmanuel_usez	merveilles17_imp_GalantsMaures_1685	pers83	Monsieur le Duc d’Usez	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers84	Monsieur le Duc de Bourbon	participant
charles_blanzac	merveilles17_imp_GalantsMaures_1685	pers85	Monsieur de Blanzac	participant
antoine_valentinois	merveilles17_imp_GalantsMaures_1685	pers86	Monsieur de Valentinois,	participant
henri_fr_ferté	merveilles17_imp_GalantsMaures_1685	pers87	Monsieur le Duc de la Ferté	participant
francois_alincourt	merveilles17_imp_GalantsMaures_1685	pers88	Monsieur le Marquis d’Alincourt	participant
maximilien_henri_sully	merveilles17_imp_GalantsMaures_1685	pers89	Monsieur le Chevalier de Sully,	participant
paul_frique	merveilles17_imp_GalantsMaures_1685	pers90	Monsieur de Sainte Frique	participant
louis_artagnan	merveilles17_imp_GalantsMaures_1685	pers91	Monsieur d’Artagnan	participant
louis_cominges_ii	merveilles17_imp_GalantsMaures_1685	pers92	Monsieur le Marquis de Verains	participant
alphonse_henri_lorraine	merveilles17_imp_GalantsMaures_1685	pers93	Monsieur le Prince d’Harcourt	participant
henri_liancourt	merveilles17_imp_GalantsMaures_1685	pers94	Monsieur de Liancourt	participant
paul_kerouartz	merveilles17_imp_GalantsMaures_1685	pers95	Monsieur de Queroël,	participant
jean_soyécourt	merveilles17_imp_GalantsMaures_1685	pers96	Monsieur le Marquis de Soyecourt	participant
louis_gondrin	merveilles17_imp_GalantsMaures_1685	pers97	Monsieur le Marquis de Gondrin	participant
louis_villequier	merveilles17_imp_GalantsMaures_1685	pers98	Monsieur de Villequier	participant
louis_meilly	merveilles17_imp_GalantsMaures_1685	pers99	Monsieur de Meilly	participant
gaston_hotel	merveilles17_imp_GalantsMaures_1685	pers100	Monsieur le Comte d’Hotel	participant
jreinhard_iii_hanau	merveilles17_imp_GalantsMaures_1685	pers101	Monsieur le Comte d’Hanau	participant
francesco_carpegna	merveilles17_imp_GalantsMaures_1685	pers102	Monsieur le Comte de Carpegna	participant
jean_iii_calvisson	merveilles17_imp_GalantsMaures_1685	pers103	Monsieur de Nogaret	participant
claude_villars	merveilles17_imp_GalantsMaures_1685	pers104	Monsieur le Marquis de Villars	participant
jean_tilladet	merveilles17_imp_GalantsMaures_1685	pers105	Monsieur le Marquis de Tilladet	participant
jean_tilladet	merveilles17_imp_GalantsMaures_1685	pers106	Monsieur de Tilladet	participant
emmanuel_usez	merveilles17_imp_GalantsMaures_1685	pers107	Monsieur le Duc d’Usez	participant
emmanuel_usez	merveilles17_imp_GalantsMaures_1685	pers108	Monsieur de d’Usez	participant
artur_cossé	merveilles17_imp_GalantsMaures_1685	pers109	Monsieur de Cossé	participant
louis_vieuxbourg	merveilles17_imp_GalantsMaures_1685	pers110	Monsieur de Vieuxbourg	participant
henri_montchevreuil	merveilles17_imp_GalantsMaures_1685	pers111	Monsieur de Monchevreüil	participant
max_furstenberg	merveilles17_imp_GalantsMaures_1685	pers112	Monsieur Ferdinand	participant
bernard_bouligneux	merveilles17_imp_GalantsMaures_1685	pers113	Monsieur de Bouligneux	participant
adolphe_soyecourt	merveilles17_imp_GalantsMaures_1685	pers114	Monsieur le Chevalier de Soyecourt	participant
henri_vibraye	merveilles17_imp_GalantsMaures_1685	pers115	Monsieur de Vibray	participant
louis_novion	merveilles17_imp_GalantsMaures_1685	pers116	Monsieur le Marquis de Novion	participant
louis_astri	merveilles17_imp_GalantsMaures_1685	pers117	Monsieur le Duc d’Atris	participant
scipion_polignac	merveilles17_imp_GalantsMaures_1685	pers118	Monsieur de Polignac	participant
louis_vaubecourt	merveilles17_imp_GalantsMaures_1685	pers119	Monsieur de Vaubecourt	participant
louis_surville	merveilles17_imp_GalantsMaures_1685	pers120	Monsieur de Surville	participant
philippe_ii_mursay	merveilles17_imp_GalantsMaures_1685	pers121	Monsieur de Murcé	participant
jean_caylus	merveilles17_imp_GalantsMaures_1685	pers122	Monsieur de Quelus	participant
sebastien_iv_molac	merveilles17_imp_GalantsMaures_1685	pers123	Monsieur le Marquis de Molac	participant
louis_froulay	merveilles17_imp_GalantsMaures_1685	pers124	Monsieur de Froulé	participant
henri_mouy	merveilles17_imp_GalantsMaures_1685	pers125	Monsieur le Marquis de Moüy	participant
jbaptiste_besmaux	merveilles17_imp_GalantsMaures_1685	pers126	Monsieur de Besemau	participant
alexandre_bournonville	merveilles17_imp_GalantsMaures_1685	pers127	Monsieur de Bournonville	participant
armand_charost	merveilles17_imp_GalantsMaures_1685	pers128	Monsieur le Marquis de Charost	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers129	Monsieur le Duc de Bourbon	participant
	merveilles17_imp_GalantsMaures_1685	pers130	Monsieur de la Vergne	
charles_noue	merveilles17_imp_GalantsMaures_1685	pers131	Monsieur de la Nouë	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers132	Duc de Bourbon	participant
louisxiv	merveilles17_imp_GalantsMaures_1685	pers133	Roy	spectateur
hyacinthe_dumont	merveilles17_imp_GalantsMaures_1685	pers134	Monsieur du Mont	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers135	Monseigneur le Dauphin	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers136	Monsieur le Duc de Saint Aignan	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers137	Le Maréchal de Camp Genéral	participant
louisxiv	merveilles17_imp_GalantsMaures_1685	pers138	le Roy	spectateur
louisxiv	merveilles17_imp_GalantsMaures_1685	pers139	du Roy	spectateur
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers140	Monseigneur le Dauphin	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers141	Monsieur le Duc de Bourbon	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers142	Monsieur le Duc de Saint Aignan	participant
louisxiv	merveilles17_imp_GalantsMaures_1685	pers143	Roy	spectateur
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers144	Le Maréchal de Camp Genéral	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers145	Maréchal de Camp Genéral	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers146	Maréchal de Camp General	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers147	Maréchal de Camp General	participant
louisxiv	merveilles17_imp_GalantsMaures_1685	pers148	le Roy	spectateur
philippe_dangeau	merveilles17_imp_GalantsMaures_1685	pers149	Monsieur le Marquis de Dangeau	participant
antoine_iv_de_gramont	merveilles17_imp_GalantsMaures_1685	pers150	Monsieur le Duc de Gramont	participant
emmanuel_usez	merveilles17_imp_GalantsMaures_1685	pers151	Monsieur le Duc d’Usez	participant
jean_tilladet	merveilles17_imp_GalantsMaures_1685	pers152	Monsieur le Marquis de Tilladet	participant
saint_aignan	merveilles17_imp_GalantsMaures_1685	pers153	DUC DE S. AIGNAN.	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers154	Monseigneur le Dauphin.	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers155	Monsieur le Duc de Bourbon.	participant
louis_vendome	merveilles17_imp_GalantsMaures_1685	pers156	Monsieur le Duc de Vandôme.	participant
henri_brionne	merveilles17_imp_GalantsMaures_1685	pers157	Monsieur le Comte de Brionne.	participant
blanchefort_crequy	merveilles17_imp_GalantsMaures_1685	pers158	Monsieur de Crequy	participant
francois_hautefort	merveilles17_imp_GalantsMaures_1685	pers159	Monsieur de Hautefort	participant
charles_blanzac	merveilles17_imp_GalantsMaures_1685	pers160	Monsieur de Blanzac	participant
artur_cossé	merveilles17_imp_GalantsMaures_1685	pers161	Monsieur de Cossé	participant
anton_furstenberg	merveilles17_imp_GalantsMaures_1685	pers162	Monsieur de Furstemberg,	participant
antoine_colbert	merveilles17_imp_GalantsMaures_1685	pers163	Monsieur le Chevalier Colbert	participant
paul_kerouartz	merveilles17_imp_GalantsMaures_1685	pers164	Monsieur de Queroël	participant
louis_vaubecourt	merveilles17_imp_GalantsMaures_1685	pers165	Monsieur de Vaubecourt	participant
louis_nangis	merveilles17_imp_GalantsMaures_1685	pers166	Monsieur de Nangis	participant
la_chastre	merveilles17_imp_GalantsMaures_1685	pers167	Monsieur de la Châtre	participant
antoine_valentinois	merveilles17_imp_GalantsMaures_1685	pers168	Monsieur de Valantinois	participant
louis_vieuxbourg	merveilles17_imp_GalantsMaures_1685	pers169	Monsieur de Vieux-Bourg	participant
camille_lorraine	merveilles17_imp_GalantsMaures_1685	pers170	Monsieur le Prince Camille	participant
charles_coatelles	merveilles17_imp_GalantsMaures_1685	pers171	Monsieur de Cœdelet	participant
jean_soyécourt	merveilles17_imp_GalantsMaures_1685	pers172	Monsieur de Soyecourt	participant
louis_surville	merveilles17_imp_GalantsMaures_1685	pers173	Monsieur de Surville	participant
henri_brionne	merveilles17_imp_GalantsMaures_1685	pers174	Monsieur le Comte de Brionne	participant
francois_broglio	merveilles17_imp_GalantsMaures_1685	pers175	Monsieur le Chevalier de Broille	participant
henri_fr_ferté	merveilles17_imp_GalantsMaures_1685	pers176	Monsieur de la Ferté	participant
henri_montchevreuil	merveilles17_imp_GalantsMaures_1685	pers177	Monsieur de Monchevreüil	participant
louis_chamarande	merveilles17_imp_GalantsMaures_1685	pers178	Monsieur de Chamarante	participant
georges_pleumartin	merveilles17_imp_GalantsMaures_1685	pers179	Monsieur de Plumartin	participant
louis_gondrin	merveilles17_imp_GalantsMaures_1685	pers180	Monsieur de Gondrin	participant
philippe_ii_mursay	merveilles17_imp_GalantsMaures_1685	pers181	Monsieur de Murcé	participant
charles_trémoille	merveilles17_imp_GalantsMaures_1685	pers182	Monsieur de la Trimoüille	participant
n_brassac	merveilles17_imp_GalantsMaures_1685	pers183	Monsieur de Brassac	participant
francois_alincourt	merveilles17_imp_GalantsMaures_1685	pers184	Monsieur d’Alincourt	participant
max_furstenberg	merveilles17_imp_GalantsMaures_1685	pers185	Monsieur Ferdinand	participant
louis_bellefonds	merveilles17_imp_GalantsMaures_1685	pers186	Monsieur le Marquis de Bellefons	participant
joachim_bouzols	merveilles17_imp_GalantsMaures_1685	pers187	Monsieur de Boussoles	participant
louis_villequier	merveilles17_imp_GalantsMaures_1685	pers188	Monsieur de Villequier	participant
jean_caylus	merveilles17_imp_GalantsMaures_1685	pers189	Monsieur de Quelu	participant
philippe_vendome	merveilles17_imp_GalantsMaures_1685	pers190	Monsieur le grand Prieur	participant
louis_antin	merveilles17_imp_GalantsMaures_1685	pers191	Monsieur Dantin	participant
	merveilles17_imp_GalantsMaures_1685	pers192	Monsieur le Chevalier de Sully	
bernard_bouligneux	merveilles17_imp_GalantsMaures_1685	pers193	Monsieur de Bouligneux	participant
louis_nesle	merveilles17_imp_GalantsMaures_1685	pers194	Monsieur le Marquis de Nesle	participant
gaston_mirepoix	merveilles17_imp_GalantsMaures_1685	pers195	Monsieur de Mirepoix	participant
louis_meilly	merveilles17_imp_GalantsMaures_1685	pers196	Monsieur de Meilly	participant
sebastien_iv_molac	merveilles17_imp_GalantsMaures_1685	pers197	Monsieur de Molac	participant
louis_mailly	merveilles17_imp_GalantsMaures_1685	pers198	Monsieur de Mailly	participant
esprit_trainel	merveilles17_imp_GalantsMaures_1685	pers199	Monsieur de Trenel	participant
paul_frique	merveilles17_imp_GalantsMaures_1685	pers200	Monsieur de Sainte Frique	participant
adolphe_soyecourt	merveilles17_imp_GalantsMaures_1685	pers201	Monsieur le Chevalier de Soyecourt	participant
charles_koegnismark	merveilles17_imp_GalantsMaures_1685	pers202	Monsieur de Conismarck	participant
francois_roucy	merveilles17_imp_GalantsMaures_1685	pers203	Monsieur le Comte de Roussy	participant
gaston_hotel	merveilles17_imp_GalantsMaures_1685	pers204	Monsieur le Comte d’Ostel	participant
louis_froulay	merveilles17_imp_GalantsMaures_1685	pers205	Monsieur deur de Froulé	participant
francois_rocheguyon	merveilles17_imp_GalantsMaures_1685	pers206	Monsieur de la Rocheguyon	participant
michel_villacerf	merveilles17_imp_GalantsMaures_1685	pers207	Monsieur de Villacerf	participant
louis_artagnan	merveilles17_imp_GalantsMaures_1685	pers208	Monsieur d’Artagnan	participant
henri_vibraye	merveilles17_imp_GalantsMaures_1685	pers209	Monsieur de Vibraye	participant
louis_rohan	merveilles17_imp_GalantsMaures_1685	pers210	Monsieur de Rohan	participant
claude_thiange	merveilles17_imp_GalantsMaures_1685	pers211	Monsieur de Tiange	participant
jreinhard_iii_hanau	merveilles17_imp_GalantsMaures_1685	pers212	Monsieur le Comte d’Hanau	participant
henri_mouy	merveilles17_imp_GalantsMaures_1685	pers213	Monsieur de Moüy	participant
henri_elbeuf	merveilles17_imp_GalantsMaures_1685	pers214	Monsieur le Prince d’Elbeuf	participant
jacques_livry	merveilles17_imp_GalantsMaures_1685	pers215	Monsieur de Livry	participant
louis_cominges_ii	merveilles17_imp_GalantsMaures_1685	pers216	Monsieur de Vervins	participant
louis_novion	merveilles17_imp_GalantsMaures_1685	pers217	Monsieur de Novion	participant
antoine_roquelaure	merveilles17_imp_GalantsMaures_1685	pers218	Monsieur de Roquelaure	participant
joseph_castries	merveilles17_imp_GalantsMaures_1685	pers219	Monsieur de Castres	participant
francesco_carpegna	merveilles17_imp_GalantsMaures_1685	pers220	Monsieur de Carpegne	participant
jbaptiste_besmaux	merveilles17_imp_GalantsMaures_1685	pers221	Monsieur de Baisemau	participant
louis_vendome	merveilles17_imp_GalantsMaures_1685	pers222	Monsieur de Vandôme	participant
jacques_medavy	merveilles17_imp_GalantsMaures_1685	pers223	Monsieur de Medavy	participant
alphonse_henri_lorraine	merveilles17_imp_GalantsMaures_1685	pers224	Monsieur le Prince d’Harcourt	participant
louis_astri	merveilles17_imp_GalantsMaures_1685	pers225	Monsieur le Duc d’Atris	participant
charles_tingry	merveilles17_imp_GalantsMaures_1685	pers226	Monsieur de Tingry	participant
rené_lafayette	merveilles17_imp_GalantsMaures_1685	pers227	Monsieur de la Fayette	participant
jean_iii_calvisson	merveilles17_imp_GalantsMaures_1685	pers228	Monsieur de Nogaret	participant
alexandre_bournonville	merveilles17_imp_GalantsMaures_1685	pers229	Monsieur de Bournonville	participant
jean_louis_fiesque	merveilles17_imp_GalantsMaures_1685	pers230	Monsieur le Comte de Fiesque	participant
pierre_listenois	merveilles17_imp_GalantsMaures_1685	pers231	Monsieur de Listenay	participant
henri_liancourt	merveilles17_imp_GalantsMaures_1685	pers232	Monsieur de Liancourt	participant
scipion_polignac	merveilles17_imp_GalantsMaures_1685	pers233	Monsieur de Polignac	participant
louis_rochefort	merveilles17_imp_GalantsMaures_1685	pers234	Monsieur le Marquis de Rochefort	participant
carlo_frabose	merveilles17_imp_GalantsMaures_1685	pers235	Monsieur de Palavicin	participant
claude_villars	merveilles17_imp_GalantsMaures_1685	pers236	Monsieur le Marquis de Villars	participant
armand_charost	merveilles17_imp_GalantsMaures_1685	pers237	Monsieur d’Ancenis Charost	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers238	Monseigneur le Dauphin	participant
louis_iii_bourbon	merveilles17_imp_GalantsMaures_1685	pers239	Monsieur le Duc de Bourbon	participant
louis_grand_dauphin	merveilles17_imp_GalantsMaures_1685	pers240	Monseigneur le Dauphin	participant
louis_vendome	merveilles17_imp_GalantsMaures_1685	pers241	Monsieur le Duc de Vendosme	participant
